area_code,area_name,area_of_use,area_south_bound_lat,area_north_bound_lat,area_west_bound_lon,area_east_bound_lon,area_polygon_file_ref,iso_a2_code,iso_a3_code,iso_n_code,remarks,information_source,data_source,revision_date,change_id,deprecated
3675,Paraguay - north of 22°S,Paraguay - north of 22°S.,-22,-19.29,-62.57,-57.81,urn:ogc:def:extent-polygon:EPSG::3675,,,,,OGP,OGP,2014/05/01,2009.106 2011.037 2014.013,0
3676,Norway - onshore - east of 30ºE,Norway - onshore - east of 30ºE.,69.46,70.77,30,31.22,urn:ogc:def:extent-polygon:EPSG::3676,,,,,OGP,OGP,2014/05/01,2009.105 2011.112 2014.013,0
3677,Portugal - Azores 30°W to 24°W,"Portugal - between 30°W and 24°W - central and eastern Azores - Graciosa, Terceira, Sao Jorge, Pico, Faial; Sao Miguel and Santa Maria islands and surrounding EEZ.",33.52,42.96,-30,-24,urn:ogc:def:extent-polygon:EPSG::3677,,,,Includes areas 1301 and 1345.,OGP,OGP,2014/05/01,2010.006 2011.113 2014.013,0
3678,Portugal - Madeira and EEZ E of 18°W,"Portugal - Madeira, Porto Santo, Desertas and Selvagens islands and surrounding EEZ east of 18°W.",29.24,36.46,-18,-12.48,urn:ogc:def:extent-polygon:EPSG::3678,,,,Includes areas 1314 and 2779.,OGP,OGP,2014/05/01,2010.006 2011.113 2014.013,0
3679,Portugal - Madeira island onshore,Portugal - Madeira island onshore.,32.58,32.93,-17.31,-16.66,urn:ogc:def:extent-polygon:EPSG::3679,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3680,Portugal - Porto Santo island onshore,Portugal - Porto Santo island (Madeira archipelago) onshore.,32.96,33.15,-16.44,-16.23,urn:ogc:def:extent-polygon:EPSG::3680,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3681,Portugal - Azores C - Graciosa onshore,Portugal - central Azores - Graciosa island onshore.,38.97,39.14,-28.13,-27.88,urn:ogc:def:extent-polygon:EPSG::3681,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3682,Portugal - Azores - west of 30°W,Portugal - west of 30°W - western Azores - Flores and Corvo islands and surrounding EEZ.,35.25,43.07,-35.58,-30,urn:ogc:def:extent-polygon:EPSG::3682,,,,Includes area 1344.,OGP,OGP,2014/05/01,2010.006 2011.113 2014.013,0
3683,Portugal - Azores E - Santa Maria onshore,Portugal - eastern Azores - Santa Maria island onshore.,36.87,37.08,-25.26,-24.96,urn:ogc:def:extent-polygon:EPSG::3683,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3684,Portugal - Azores W - Flores onshore,Portugal - western Azores - Flores island onshore.,39.3,39.58,-31.34,-31.07,urn:ogc:def:extent-polygon:EPSG::3684,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3685,Portugal - Azores W - Corvo onshore,Portugal - western Azores - Corvo island onshore.,39.63,39.77,-31.18,-31.02,urn:ogc:def:extent-polygon:EPSG::3685,,,,,OGP,OGP,2014/05/01,2010.006 2011.062 2011.113 2014.013,0
3686,Colombia - mainland and offshore Caribbean,Colombia - mainland and offshore Caribbean.,-4.23,13.68,-79.1,-66.87,urn:ogc:def:extent-polygon:EPSG::3686,,,,,OGP,OGP,2014/05/01,2009.106 2011.037 2012.044 2014.013,0
3687,Australia - SA and WA 126°E to 132°E,"Australia - South Australia west of 132°E, Western Australia east of 126°E, offshore federal waters between 126°E and 129°E.",-37.05,-9.99,126,132.01,urn:ogc:def:extent-polygon:EPSG::3687,,,,,OGP,OGP,2014/05/01,2009.106 2012.027 2014.013,0
3688,Australia - SA 132°E to 138°E,Australia - South Australia between 132°E and 138°E.,-36.14,-25.99,132,138,urn:ogc:def:extent-polygon:EPSG::3688,,,,,OGP,OGP,2014/05/01,2009.106 2012.027 2014.013,0
3689,Australia - SA and Qld 138°E to 144°E,"Australia - South Australia east of 138°E, Queensland west of 144°E.",-38.13,-9.86,138,144,urn:ogc:def:extent-polygon:EPSG::3689,,,,,OGP,OGP,2014/05/01,2009.106 2012.027 2014.013,0
3690,Australia - Qld 144°E to 150°E,Australia - Queensland between 144°E and 150°E.,-29.01,-14.01,144,150,urn:ogc:def:extent-polygon:EPSG::3690,,,,,OGP,OGP,2014/05/01,2009.106 2012.027 2014.013,0
3691,Australia - Qld east of 150°E,Australia - Queensland east of 150°E.,-29.19,-22,150,153.61,urn:ogc:def:extent-polygon:EPSG::3691,,,,,OGP,OGP,2014/05/01,2009.106 2012.027 2014.013,0
3692,Brazil - Reconcavo and Jacuipe,Brazil - offshore - Reconcavo and Jacuipe basins.,-13.57,-11.18,-39.09,-35.31,urn:ogc:def:extent-polygon:EPSG::3692,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3693,Brazil - Tucano and Jatoba,"Brazil - Tucano North, Tucano Central, Tucano South and Jatoba basins.",-12.27,-8.39,-39.14,-37.09,urn:ogc:def:extent-polygon:EPSG::3693,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3694,France - onshore - mainland and Corsica,France - onshore - mainland and Corsica.,41.31,51.14,-4.87,9.63,urn:ogc:def:extent-polygon:EPSG::3694,,,,Superset of areas 1326 and 1327.,OGP,OGP,2012/01/05,2009.106 2011.055 2011.095,0
3695,"Iraq - 31.4°N to 33°N, 43.9°E to 46.1°E (map 16)",Iraq - between UTM 3470000mN and 3650000mN (approximately 31°21'N and 32°58'N) and between UTM 400000mE and 600000mE (approximately 43°56'E and 46°04'E).,31.36,32.99,43.92,46.08,urn:ogc:def:extent-polygon:EPSG::3695,,,,"Map sheet 16, Diwanaya.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3696,Brazil - Sergipe and Alagoas,Brazil - offshore - Sergipe and Alagoas basins.,-13.58,-8.73,-37.34,-32.01,urn:ogc:def:extent-polygon:EPSG::3696,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3697,Brazil - Paraiba-Pernambuco,Brazil - offshore - Paraiba-Pernambuco basin.,-10.17,-4.6,-35.1,-29.13,urn:ogc:def:extent-polygon:EPSG::3697,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3698,"Brazil - Potiguar, Ceara and Barreirinhas","Brazil - offshore - Potiguar, Ceara and Barreirinhas basins.",-6.5,4.26,-44.79,-26,urn:ogc:def:extent-polygon:EPSG::3698,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3699,"Brazil - Cumuruxatiba, Jequitinhonha and Camamu-Almada","Brazil - offshore - Cumuruxatiba, Jequitinhonha and Camamu-Almada basins.",-17.7,-13.01,-39.22,-34.6,urn:ogc:def:extent-polygon:EPSG::3699,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3700,Brazil - Santos and Pelotas,Brazil - offshore - Santos and Pelotas basins.,-35.71,-22.66,-53.38,-40.2,urn:ogc:def:extent-polygon:EPSG::3700,,,,,Petrobras,OGP,2014/05/01,2010.039 2011.037 2014.013,0
3701,"Iraq - 34.6°N to 36.2°N, west of 42.8°E (map 5)",Iraq - between UTM 3830000mN and 4010000mN (approximately 34°35'N and 36°13'N) and west of UTM 300000mE (approximately 42°48'E).,34.55,36.22,41.09,42.82,urn:ogc:def:extent-polygon:EPSG::3701,,,,"Map sheet 5, Al Hather.",OGP,OGP,2014/05/01,2009.027 2012.051 2012.057 2014.013,0
3702,Iraq - SE,Iraq - onshore southeast.,29.06,32.51,43.98,48.61,urn:ogc:def:extent-polygon:EPSG::3702,,,,,OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3703,Germany - Lower Saxony west of 7.5°E,Germany - Niedersachsen onshore west of 7°30'E.,52.23,53.81,6.58,7.5,urn:ogc:def:extent-polygon:EPSG::3703,,,,,OGP,OGP,2014/05/01,2010.037 2011.095 2012.013 2014.013,0
3704,"Iraq - 31.4°N to 33°N, east of 46.1°E (map 17)",Iraq - between UTM 3470000mN and 3650000mN (approximately 31°21'N and 32°58'N) and east of UTM 600000mE (approximately 46°04'E).,31.33,32.99,46.05,47.87,urn:ogc:def:extent-polygon:EPSG::3704,,,,"Map sheet 17, Amara.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3705,Germany - Lower Saxony east of 10.5°E,Germany - Niedersachsen east of 10°30'E.,51.55,53.38,10.5,11.59,urn:ogc:def:extent-polygon:EPSG::3705,,,,,OGP,OGP,2014/05/01,2010.037 2011.095 2014.013,0
3706,"Iraq - 29.7 to 31.4°N, 42°E to 43.9°E (map 19)",Iraq - between UTM 3290000mN and 3470000mN (approximately 29°47'N and 31°21'N) and between 42°E and UTM 400000mE (approximately 43°56'E).,29.75,31.37,42,43.97,urn:ogc:def:extent-polygon:EPSG::3706,,,,"Map sheet 19, Safawi.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3707,Germany - Lower Saxony 7.5°E to 10.5°E,Germany - Niedersachsen between 7°30'E and 10°30'E.,51.28,53.95,7.5,10.51,urn:ogc:def:extent-polygon:EPSG::3707,,,,,OGP,OGP,2014/05/01,2010.037 2011.095 2014.013,0
3708,"Iraq - 29.7°N to 31.4°N, 43.9°E to 46.1°E (map 20)",Iraq - between UTM 3290000mN and 3470000mN (approximately 29°47'N and 31°21'N) and between UTM 400000mE and 600000mE (approximately 43°56'E and 46°04'E).,29.73,31.37,43.94,46.06,urn:ogc:def:extent-polygon:EPSG::3708,,,,"Map sheet 20, Samawah.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3709,"Iraq - 31.4°N to 33°N, 42°E to 43.9°E (map 15)",Iraq - between UTM 3470000mN and 3650000mN (approximately 31°21'N and 32°58'N) and between 42°E and UTM 400000mE (approximately 43°56'E).,31.32,32.99,42,43.95,urn:ogc:def:extent-polygon:EPSG::3709,,,,Map sheet 15.,OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3710,"Iraq - 29.7°N to 31.4°N, 46.1°E to 48°E (map 21)",Iraq - between UTM 3290000mN and 3470000mN (approximately 29°47'N and 31°21'N) and between UTM 600000mE (approximately 46°04'E) and 48°E.,29.72,31.37,46.03,48,urn:ogc:def:extent-polygon:EPSG::3710,,,,"Map sheet 21, Baada.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3711,"Iraq - south of 29.7°N, west of 46.1°E (map 24)",Iraq - south of UTM 3290000mN (approximately 29°47'N) and west of UTM 600000mE (approximately 46°04'E).,29.09,29.75,43.99,46.04,urn:ogc:def:extent-polygon:EPSG::3711,,,,Map sheet 24.,OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3712,"Iraq - south of 29.7°N, east of 46.1°E (map 25)",Iraq - south of UTM 3290000mN (approximately 29°47'N) and east of UTM 600000mE (approximately 46°04'E).,29.06,29.74,46.02,47.02,urn:ogc:def:extent-polygon:EPSG::3712,,,,"Map sheet 25, Abu Khima.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3713,Asia - Korea N and S - west of 126°E,Democratic People's Republic of Korea (North Korea) and Republic of Korea (South Korea) - onshore west of 126°E.,33.99,40.9,124.27,126,urn:ogc:def:extent-polygon:EPSG::3713,,,,,OGP,OGP,2014/05/01,2010.050 2012.050 2014.013,0
3714,"Iraq - north of 36.2°N, west of 42°E (map 1)",Iraq - north of UTM 4010000mN (approximately 36°13'N and west of 42°E.,36.19,36.75,41.27,42,urn:ogc:def:extent-polygon:EPSG::3714,,,,"Map sheet 1, Singar.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3715,"Iraq - 34.6°N to 36.2°N, 42.8°E to 45°E (map 6)",Iraq - between UTM 3830000mN and 4010000mN (approximately 34°35'N and 36°13'N) and between UTM 300000mE (approximately 42°48'E) and 45°E.,34.59,36.24,42.77,45,urn:ogc:def:extent-polygon:EPSG::3715,,,,"Map sheet 6, Kirkuk.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3716,Asia - Korea N and S - 126°E to 128°E,Democratic People's Republic of Korea (North Korea) and Republic of Korea (South Korea) - onshore between 126°E and 128°E.,33.14,41.8,126,128,urn:ogc:def:extent-polygon:EPSG::3716,,,,,OGP,OGP,2012/04/18,2010.050 2012.050,0
3717,"Iraq - north of 36.2°N, 42°E to 43.9°E (map 2)",Iraq - north of UTM 4010000mN (approximately 36°13'N) and between 42°E and UTM 400000mE (approximately 43°56'E).,36.19,37.39,42,43.89,urn:ogc:def:extent-polygon:EPSG::3717,,,,"Map sheet 2, Al Mawail.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3718,"Iraq - 34.6°N to 36.2°N, east of 45°E (map 7)",Iraq - between UTM 3830000mN and 4010000mN (approximately 34°35'N and 36°13'N) and east of 45°E.,34.6,36.24,45,46.35,urn:ogc:def:extent-polygon:EPSG::3718,,,,"Map sheet 7, Silmaniya.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3719,"Iraq - north of 36.2°N, east of 43.9°E (map 3)",Iraq - north of UTM 4010000mN (approximately 36°13'N) and east of UTM 400000mE (approximatrely 43°56'E).,36.22,37.33,43.87,45.33,urn:ogc:def:extent-polygon:EPSG::3719,,,,Map sheet 3.,OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3720,"Korea, Republic of (South Korea) - 130°E to 132°E onshore",Republic of Korea (South Korea) - onshore between 130°E and 132°E.,37.39,37.62,130.71,131.01,urn:ogc:def:extent-polygon:EPSG::3720,,,,,OGP,OGP,2014/05/01,2010.050 2012.032 2012.050 2014.013,0
3721,"Korea, Republic of (South Korea) - 126°E to 128°E Jeju",Republic of Korea (South Korea) - between 126°E and 128°E - Jeju island onshore.,33.14,33.61,126.09,127.01,urn:ogc:def:extent-polygon:EPSG::3721,,,,,OGP,OGP,2014/05/01,2010.050 2012.050 2014.013,0
3722,"Iraq - 33°N to 34.6°N, west of 40.1°E (map 8)",Iraq - north of UTM 3650000mN (approximately 32°58'N) and west of UTM zone 37 600000mE (approximately 40°04'E).,32.98,33.99,38.79,40.09,urn:ogc:def:extent-polygon:EPSG::3722,,,,"Map sheet 8, Al Walid.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3723,"Iraq - 33°N to 34.6°N, 40.1°E to 42°E (map 9)",Iraq - between UTM 3650000mN and 3830000mN (approximately 32°58'N and 34°35'N) and between UTM zone 37 600000mE (approximately 40°04'E) and 42°E.,32.95,34.6,40.07,42,urn:ogc:def:extent-polygon:EPSG::3723,,,,"Map sheet 9, Akashatte.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3724,"Iraq - 33°N to 34.6°N, 42°E to 43.9°E (map 10)",Iraq - between UTM 3650000mN and 3830000mN (approximately 32°58'N and 34°35'N) and between 42°E and UTM 400000mE (approximately 43°56'E).,32.95,34.61,42,43.93,urn:ogc:def:extent-polygon:EPSG::3724,,,,"Map sheet 10, Ramadi.",OGP,OGP,2012/04/18,2009.027 2012.051,0
3725,"Iraq - 33°N to 34.6°N, 43.9°E to 46.1°E (map 11)",Iraq - between UTM 3650000mN and 3830000mN (approximately 32°58'N and 34°35'N) and between UTM 400000mE and 600000mE (approximately 43°56'E and 46°04'E).,32.98,34.62,43.9,46.2,urn:ogc:def:extent-polygon:EPSG::3725,,,,"Map sheet 11, Baghdad.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3726,Asia - Korea N and S - 128°E to 130°E,Democratic People's Republic of Korea (North Korea) and Republic of Korea (South Korea) - onshore between 128°E and 130°E.,34.49,43.01,128,130,urn:ogc:def:extent-polygon:EPSG::3726,,,,,OGP,OGP,2012/04/18,2010.050 2012.050,0
3727,Asia - Korea N and S - east of 130°E,Democratic People's Republic of Korea (North Korea) and Republic of Korea (South Korea) - onshore east of 130°E.,37.39,42.98,130,131.01,urn:ogc:def:extent-polygon:EPSG::3727,,,,,OGP,OGP,2014/05/01,2010.050 2012.050 2014.013,0
3728,"Iraq - 31.4°N to 33°N, 40.1°E to 42°E (map 14)",Iraq - between UTM 3470000mN and 3650000mN (approximately 31°21'N and 32°58'N) and between UTM zone 37 600000mE (approximately 40°04'E) and 42°E.,31.32,32.99,40.05,42,urn:ogc:def:extent-polygon:EPSG::3728,,,,"Map sheet 14, Wadi Toubal.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3729,"Iraq - 31.4°N to 33°N, west of 40.1°E (map 13)",Iraq - sorth of UTM 3650000mN (approximately 32°58'N) and west of UTM zone 37 600000mE (approximately 40°04'E).,32,32.99,38.92,40.08,urn:ogc:def:extent-polygon:EPSG::3729,,,,"Map sheet 13, Anaiza.",OGP,OGP,2014/05/01,2009.027 2012.051 2014.013,0
3730,"Korea, Republic of (South Korea) - 126°E to 128°E mainland",Republic of Korea (South Korea) - between 126°E and 128°E - mainland and nearshore.,33.96,38.33,126,128,urn:ogc:def:extent-polygon:EPSG::3730,,,,,OGP,OGP,2014/05/01,2010.050 2012.050 2014.013,0
3731,Georgia - offshore,Georgia - offshore.,41.54,43.33,38.97,41.71,urn:ogc:def:extent-polygon:EPSG::3731,,,,,OGP,OGP,2012/01/05,2011.004 2011.095,0
3732,Spain - Catalonia onshore,Spain - Catalonia onshore.,40.49,42.86,0.16,3.39,urn:ogc:def:extent-polygon:EPSG::3732,,,,,Cartographic Institute of Catalonia (ICC).,OGP,2012/01/05,2010.053 2011.113,0
3733,Bolivia - east of 60°W,Bolivia - east of 60°W.,-20.17,-16.27,-60,-57.52,urn:ogc:def:extent-polygon:EPSG::3733,,,,,OGP,OGP,2011/05/09,2010.074 2011.018 2011.037,0
3734,Bhutan - Bumthang district,Bhutan - Bumthang district.,27.33,28.09,90.46,91.02,urn:ogc:def:extent-polygon:EPSG::3734,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3735,Thailand - onshore east of 102°E,Thailand - onshore east of 102°E.,6.02,18.44,102,105.64,urn:ogc:def:extent-polygon:EPSG::3735,,,,,OGP,OGP,2014/05/01,2011.004 2012.040 2014.013,0
3736,Italy - mainland and Sicily,Italy - mainland (including San Marino and Vatican City State) and Sicily.,36.59,47.1,6.62,18.58,urn:ogc:def:extent-polygon:EPSG::3736,,,,,OGP,OGP,2014/05/01,2010.064 2011.112 2014.013,0
3737,Bhutan - Chhukha district,Bhutan - Chhukha district.,26.7,27.32,89.26,89.83,urn:ogc:def:extent-polygon:EPSG::3737,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3738,Bhutan - Dagana district,Bhutan - Dagana district.,26.7,27.29,89.63,90.08,urn:ogc:def:extent-polygon:EPSG::3738,,,,,OGP,OGP,2010/09/17,2010.086,0
3739,"Korea, Republic of (South Korea) - mainland",Republic of Korea (South Korea) - mainland onshore.,33.96,38.64,125.75,129.65,urn:ogc:def:extent-polygon:EPSG::3739,,,,,OGP,OGP,2014/05/01,2010.050 2012.050 2014.013,0
3740,Bhutan - Gasa district,Bhutan - Gasa district.,27.72,28.33,89.44,90.47,urn:ogc:def:extent-polygon:EPSG::3740,,,,,OGP,OGP,2014/05/01,2010.086 2012.050 2014.013,0
3741,Thailand - onshore and Gulf of Thailand,Thailand - onshore plus offshore Gulf of Thailand.,5.63,20.46,97.34,105.64,urn:ogc:def:extent-polygon:EPSG::3741,,,,Excludes offshore Indian Ocean,OGP,OGP,2014/05/01,2011.004 2012.040 2014.013,0
3742,Bhutan - Ha district,Bhutan - Ha district.,27.02,27.62,88.9,89.39,urn:ogc:def:extent-polygon:EPSG::3742,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3743,Bhutan - Lhuentse district,Bhutan - Lhuentse district.,27.39,28.09,90.77,91.49,urn:ogc:def:extent-polygon:EPSG::3743,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3744,Europe - Ireland (Republic and Ulster) - on- and offshore,Ireland - onshore. United Kingdom (UK) - Northern Ireland (Ulster) - onshore and offshore.,51.33,55.4,-10.6,-5.33,,,,,,OGP,OGP,2011/01/15,2011.004 2011.082,1
3745,Bhutan - Mongar district,Bhutan - Mongar district.,26.93,27.61,90.95,91.5,urn:ogc:def:extent-polygon:EPSG::3745,,,,,OGP,OGP,2010/09/17,2010.086,0
3746,Bhutan - Paro district,Bhutan - Paro district.,27.18,27.79,89.12,89.56,urn:ogc:def:extent-polygon:EPSG::3746,,,,,OGP,OGP,2010/09/17,2010.086,0
3747,Bhutan - Pemagatshel district,Bhutan - Pemagatshel district.,26.77,27.18,91,91.56,urn:ogc:def:extent-polygon:EPSG::3747,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3748,Latin America - 120°W to 114°W,"Central America between 120°W and 114°W, northern hemisphere, onshore and offshore.",15.01,32.72,-120,-114,urn:ogc:def:extent-polygon:EPSG::3748,,,,,OGP,OGP,2011/05/09,2010.090 2010.097 2011.037,0
3749,Bhutan - Punakha district,Bhutan - Punakha district.,27.46,27.87,89.63,90.08,urn:ogc:def:extent-polygon:EPSG::3749,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3750,Bhutan - Samdrup Jongkhar district,Bhutan - Samdrup Jongkhar district.,26.8,27.25,91.39,92.12,urn:ogc:def:extent-polygon:EPSG::3750,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3751,Bhutan - Samtse district,Bhutan - Samtse district.,26.8,27.29,88.74,89.38,urn:ogc:def:extent-polygon:EPSG::3751,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3752,Bhutan - Sarpang district,Bhutan - Sarpang district.,26.73,27.23,90.01,90.78,urn:ogc:def:extent-polygon:EPSG::3752,,,,,OGP,OGP,2010/09/17,2010.086,0
3753,Bhutan - Thimphu district,Bhutan - Thimphu district.,27.14,28.01,89.22,89.77,urn:ogc:def:extent-polygon:EPSG::3753,,,,,OGP,OGP,2010/09/17,2010.086,0
3754,Bhutan - Trashigang district,Bhutan - Trashigang district.,27.01,27.48,91.37,92.12,urn:ogc:def:extent-polygon:EPSG::3754,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3755,Bhutan - Trongsa district,Bhutan - Trongsa district.,27.13,27.79,90.26,90.76,urn:ogc:def:extent-polygon:EPSG::3755,,,,,OGP,OGP,2010/09/17,2010.086,0
3756,Latin America - 114°W to 108°W,"Central America between 114°W and 108°W, northern hemisphere, onshore and offshore.",15.09,32.27,-114,-108,urn:ogc:def:extent-polygon:EPSG::3756,,,,,OGP,OGP,2014/05/01,2010.090 2010.097 2011.037 2014.013,0
3757,Bhutan - Tsirang district,Bhutan - Tsirang district.,26.81,27.2,90,90.35,urn:ogc:def:extent-polygon:EPSG::3757,,,,,OGP,OGP,2010/09/17,2010.086,0
3758,Bhutan - Wangdue Phodrang district,Bhutan - Wangdue Phodrang district.,27.11,28.08,89.71,90.54,urn:ogc:def:extent-polygon:EPSG::3758,,,,,OGP,OGP,2014/05/01,2010.086 2014.013,0
3759,Latin America - 108°W to 102°W,"Central America between 108°W and 102°W,  northern hemisphere, onshore and offshore.",14.05,31.79,-108,-102,urn:ogc:def:extent-polygon:EPSG::3759,,,,,OGP,OGP,2014/05/01,2010.090 2010.097 2011.037 2014.013,0
3760,Bhutan - Yangtse district,Bhutan - Yangtse district.,27.37,28,91.34,91.75,urn:ogc:def:extent-polygon:EPSG::3760,,,,,OGP,OGP,2014/05/01,2010.086 2012.050 2014.013,0
3761,Bhutan - Zhemgang district,Bhutan - Zhemgang district.,26.77,27.39,90.53,91.19,urn:ogc:def:extent-polygon:EPSG::3761,,,,,OGP,OGP,2010/09/17,2010.086,0
3762,New Zealand - North Island - One Tree vcrs,New Zealand - North Island - One Tree Point vertical CRS area.,-36.41,-34.36,172.61,174.83,urn:ogc:def:extent-polygon:EPSG::3762,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3763,Latin America - 102°W to 96°W,"Central America between 102°W and 96°W, northern hemisphere, onshore and offshore.",12.3,29.81,-102.01,-96,urn:ogc:def:extent-polygon:EPSG::3763,,,,,OGP,OGP,2014/05/01,2010.090 2010.097 2011.037 2014.013,0
3764,New Zealand - North Island - Auckland vcrs,New Zealand - North Island - Auckland vertical CRS area.,-37.67,-36.12,174,176.17,urn:ogc:def:extent-polygon:EPSG::3764,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2012.060 2014.013,0
3765,French Guiana - coastal area west of 54°W,French Guiana - coastal area west of 54°W.,4.84,5.69,-54.45,-54,urn:ogc:def:extent-polygon:EPSG::3765,,,,,OGP,OGP,2011/05/09,2010.046 2011.037,0
3766,French Guiana - coastal area east of 54°W,French Guiana - coastal area east of 54°W.,3.43,5.81,-54,-51.61,urn:ogc:def:extent-polygon:EPSG::3766,,,,,OGP,OGP,2014/05/01,2010.046 2011.037 2014.013,0
3767,Ireland - onshore,Ireland - onshore.,51.39,55.43,-10.56,-5.93,urn:ogc:def:extent-polygon:EPSG::3767,,,,Republic only - excludes Northern Ireland (Ulster).,OGP,OGP,2014/05/01,2011.004 2011.082 2014.013,0
3768,New Zealand - North Island - Moturiki vcrs,New Zealand - North Island - Moturiki vertical CRS area.,-40.59,-37.52,174.57,177.26,urn:ogc:def:extent-polygon:EPSG::3768,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3769,New Zealand - North Island - Taranaki vcrs,New Zealand - North Island - Taranaki vertical CRS area.,-39.92,-38.41,173.68,174.95,urn:ogc:def:extent-polygon:EPSG::3769,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3770,Vietnam - DBSCL 02 and 03,Vietnam - Mekong delta blocks DBSCL 02 and 03.,9.34,11.03,104.25,107.11,urn:ogc:def:extent-polygon:EPSG::3770,,,,,OGP,OGP,2014/05/01,2010.063 2012.040 2014.013,0
3771,New Zealand - North Island - Gisborne vcrs,New Zealand - North Island - Gisborne vertical CRS area.,-39.04,-37.49,176.41,178.63,urn:ogc:def:extent-polygon:EPSG::3771,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3772,New Zealand - North Island - Hawkes Bay mc Napier vcrs,New Zealand - North Island - Hawkes Bay meridional circuit and Napier vertical crs area.,-40.57,-38.87,175.8,178.07,urn:ogc:def:extent-polygon:EPSG::3772,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3773,New Zealand - North Island - Wellington vcrs,New Zealand - North Island - Wellington vertical CRS area.,-41.67,-40.12,174.52,176.56,urn:ogc:def:extent-polygon:EPSG::3773,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3774,New Zealand - North Island - Wellington mc,New Zealand - North Island - Wellington meridional circuit area.,-41.5,-40.91,174.52,175.36,urn:ogc:def:extent-polygon:EPSG::3774,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3775,New Zealand - North Island - Wairarapa mc,New Zealand - North Island - Wairarapa meridional circuit area.,-41.67,-40.29,175.01,176.55,urn:ogc:def:extent-polygon:EPSG::3775,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3776,New Zealand - North Island - Wanganui mc,New Zealand - North Island - Wanganui meridional circuit area.,-40.97,-39.46,174.4,176.27,urn:ogc:def:extent-polygon:EPSG::3776,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3777,New Zealand - North Island - Taranaki mc,New Zealand - North Island - Taranaki meridional circuit area.,-39.78,-38.4,173.68,175.44,urn:ogc:def:extent-polygon:EPSG::3777,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2014.013,0
3778,New Zealand - North Island - Tuhirangi mc,New Zealand - North Island - Tuhirangi meridional circuit area.,-39.55,-38.87,174.88,176.33,urn:ogc:def:extent-polygon:EPSG::3778,,,,,OGP,OGP,2014/05/01,2011.005 2012.027 2012.060 2014.013,0
