"COORD_OP_METHOD_CODE","COORD_OP_METHOD_NAME","REVERSE_OP","FORMULA","EXAMPLE","REMARKS","INFORMATION_SOURCE","DATA_SOURCE","REVISION_DATE","CHANGE_ID","DEPRECATED"
9805,Mercator (2SP),1,"The formulas to derive projected Easting and Northing coordinates are:

For the two standard parallel case, k0 is first calculated from

k0 = cos(latSP1)/(1 - e^2*sin^2(latSP1))^0.5 
 
where latSP1 is the absolute value of the first standard parallel (i.e. positive).  

Then, for both one and two standard parallel cases, 

E = FE + a*k0(lon - lon0)              
N = FN + a*k0* ln{tan(pi/4 + lat/2)[(1 - esin(lat))(1 + esin(lat))]^e/2} where symbols are as listed above and logarithms are natural.

The reverse formulas to derive latitude and longitude from E and N values are:

lat = chi + (esq/2 + 5e^4/24 + e^6/12 + 13e^8/360) sin(2chi) 
+ (7e^4/48 + 29e^6/240 + 811e^8/11520) sin(4chi)
+ (7e^6/120 +  81e^8/1120) sin(6chi)  + (4279e^8/161280) sin(8chi)

where chi = pi/2 - 2 arctan t
t = B^((FN-N)/a*k0) 
B = base of the natural logarithm, 2.7182818...
and  for the 2 SP Case, k0 is calculated as for the forward transformation above.
lon  =  ((E - FE)/a*k0)  + lon0","For Projected Coordinate System Pulkovo 1942 / Mercator Caspian Sea

Parameters:
Ellipsoid  Krassowski 1940   a = 6378245.00m   1/f = 298.300
then e = 0.08181333 and e^2 = 0.00669342

Latitude first SP                             42°00'00""N = 0.73303829 rad
Longitude Natural Origin                51°00'00""E = 0.89011792 rad
False Eastings FE                          0.00 m
False Northings (at equator) FN     0.00 m
  
then natural origin at latitude of 0°N has scale factor k0=  0.74426089

Forward calculation for: 
Latitude        53°00'00.00""N = 0.9250245 rad
Longitude     53°00'00.00""E  = 0.9250245 rad

gives Easting E   =     165704.29 m 
          Northing N =   5171848.07 m

Reverse calculation for same easting and northing first gives :
t = 0.33639129    chi = 0.92179596

Then Latitude     =  53°00'00.000""N
          Longitude  =  53°00'00.000""E",,EPSG guidance note #7.,EPSG,1996-09-18 00:00:00,,0
9806,Cassini-Soldner,1,"The formulas to derive projected Easting and Northing coordinates are:

Easting E = FE + nu[A - TA^3/6 -(8 - T + 8C)TA^5/120]

Northing N = FN + M - M0 + nu*tan(lat)*[A^2/2 + (5 - T + 6C)A^4/24]

where A = (lon - lon0)cos(lat)
T = tan^2(lat)
C = e2 cos2*/(1 - e2)        nu = a /(1 - esq*sin^2(lat))^0.5 
and M, the distance along the meridian from equator to latitude lat, is given by
M = a[1 - e^2/4 - 3e^4/64 - 5e^6/256 -....)*lat - (3e^2/8 + 3e^4/32 + 45e^6/1024 +....)sin(2*lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4*lat) - (35e^6/3072 + ....)sin(6*lat) + .....]
with lat in radians.

M0 is the value of M calculated for the latitude of the chosen origin. This may not necessarily be chosen as the equator.

To compute latitude and longitude from Easting and Northing the reverse formulas are:
lat = lat1 - (nu1tan(lat1)/rho1)[D2/2 - (1 + 3*T1)D^4/24]
lon =  lon0 + [D - T1*D^3/3 + (1 + 3*T1)T1*D^5/15]/cos(lat1)

where lat1 is the latitude of the point on the central meridian which has the same Northing as the point whose coordinates are sought, and is found from:
lat1 = mu1 + (3*e1/2 - 27*e1^3/32 +.....)sin(2*mu1) + (21*e1^2/16 - 55*e1^4/32 + ....)sin(4*mu1)+ (151*e1^3/96 +.....)sin(6*mu1) + (1097*e1^4/512 - ....)sin(8*mu1) + ......
where
e1 = [1- (1 - esq)^0.5]/[1 + (1 - esq)^0.5]
mu1 = M1/[a(1 - esq/4 - 3e^4/64 - 5e^6/256 - ....)]
M1 = M0 + (N - FN)
T1 = tan^2(lat1)
D = (E - FE)/nu1","For Projected Coordinate System Trinidad 1903 / Trinidad Grid 
Parameters:
Ellipsoid   Clarke 1858     a = 20926348 ft    = 31706587.88 links
                                        b = 20855233 ft

then 1/f = 294.97870 and e^2 = 0.00676866

Latitude Natural Origin       10°26'30""N  =  0.182241463 rad
Longitude Natural Origin    61°20'00""W = -1.07046861 rad
False Eastings FE              430000.00 links
False Northings FN            325000.00 links

Forward calculation for: 
Latitude       10°00'00.00"" N = 0.17453293 rad
Longitude    62°00'00.00""W = -1.08210414 rad

A = -0.01145876      C = 0.00662550
T = 0.03109120      M = 5496860.24    nu = 31709831.92     M0 = 5739691.12

Then Easting E    =  66644.94 links
          Northing N =  82536.22 links

Reverse calculation for same easting and northing first gives :
e1    =   0.00170207       D  =     -0.01145875
T1   = 0.03109544         M1 =      5497227.34
nu1  = 31709832.34       mu1 =    0.17367306
phi1 = 0.17454458         rho1 =    31501122.40


Then Latitude     = 10°00'00.000""N
         Longitude  =  62°00'00.000""W",,EPSG guidance note #7.,EPSG,1996-09-18 00:00:00,,0
9807,Transverse Mercator,1,"The formulas to derive the projected Easting and Northing coordinates are in the form of a series as follows:

Easting, E =  FE + k0*nu[A + (1 - T + C)A^3/6 + (5 - 18T + T^2 + 72C - 58e'sq)A^5/120]	

Northing, N =  FN + k0{M - M0 + nu*tan(lat)[A^2/2 + (5 - T + 9C + 4C^2)A^4/24 + (61 - 58T + T^2 + 600C - 330e'sq)A^6/720]} 
where T = tan^2(lat)                nu = a /(1 - esq*sin^2(lat))^0.5
C = esq*cos^2(lat)/(1 - esq)
A = (lon - lon0)cos(lat), with lon and lon0 in radians.
M = a[(1 - esq/4 - 3e^4/64 - 5e^6/256 -....)lat - (3esq/8 + 3e^4/32 + 45e^6/1024+....)sin(2*lat) + (15e^4/256 + 45e^6/1024 +.....)sin(4*lat) - (35e^6/3072 + ....)sin(6*lat) + .....]
with lat in radians and M0 for lat0, the latitude of the origin, derived in the same way.

The reverse formulas to convert Easting and Northing projected coordinates to latitude and longitude are:

lat = lat1 - (nu1*tan(lat1)/rho1)[D^2/2 - (5 + 3*T1 + 10*C1 - 4*C1^2 - 9*e'^2)D^4/24 + (61 + 90*T1 + 298*C1 + 45*T1^2 - 252*e'^2 - 3*C1^2)D^6/720]
lon = lon0 + [D - (1 + 2*T1 + C1)D^3/6 + (5 - 2*C1 + 28*T1 - 3*C1^2 + 8*e'^2 + 24*T1^2)D^5/120] / cos(lat1)
where lat1 may be found as for the Cassini projection from:

lat1 = mu1 + ((3*e1)/2 - 27*e1^3/32 +.....)sin(2*lat1) + (21*e1^2/16 -55*e1^4/32 + ....)sin(4*lat1)+ (151*e1^3/96 +.....)sin(6*lat1) + (1097*e1^4/512 - ....)sin(8*lat1) + ......
and where  nu1 = a /(1 - esq*sin^2(lat1))^0.5                                     rho1 = a(1 - esq)/(1 - esq*sin^2(lat1))^1.5
e1 = [1- (1 - esq)^0.5]/[1 + (1 - esq)^0.5]
mu1 = M1/[a(1 - esq/4 - 3e^4/64 - 5e^6/256 - ....)]
M1 = M0 + (N - FN)/k0
T1 = tan^2(lat1)
C1 = e'^2*cos^2(lat1)
D = (E - FE)/(nu1*k0), with nu1 = nu for lat1

For areas south of the equator the value of latitude lat will be negative and the formulas above, to compute the E and N,  will automatically result in the correct values. Note that the false northings of the origin, if the equator, will need to be large to avoid negative northings and for the UTM projection is in fact 10,000,000m. Alternatively, as in the case of Argentina's Transverse Mercator (Gauss-Kruger) zones, the origin is at the south pole with a northings of zero. However each zone central meridian takes a false easting of 500000m prefixed by an identifying zone number. This ensures that instead of points in 
different zones having the same eastings, every point in the country, irrespective of its projection zone, will have a unique set of projected system coordinates. Strict application of the above formulas, with south latitudes negative, will result in the derivation of the correct Eastings and Northings. 

Similarly, in applying the reverse formulas to determine a latitude south of the equator, a negative sign for lat results from a negative lat1 which in turn results from a negative M1.","For Projected Coordinate System OSGB 1936 / British National Grid

Parameters:
Ellipsoid  Airy 1830  a = 6377563.396 m  1/f = 299.32496
then e'^2 = 0.00671534 and e^2 = 0.00667054

Latitude Natural Origin         49°00'00""N   = 0.85521133 rad
Longitude Natural Origin        2°00'00""W  = -0.03490659 rad
Scale factor ko                     0.9996013                                                                                              False Eastings FE                 400000.00 m
False Northings FN              -100000.00 m

Forward calculation for: 
Latitude       50°30'00.00""N  = 0.88139127 rad
Longitude    00°30'00.00""E  = 0.00872665 rad
A  = 0.02775415       C = 0.00271699
T =  1.47160434       M = 5596050.46
M0 = 5429228.60     nu  = 6390266.03

Then Easting E =        577274.99 m
          Northing N =       69740.50 m

Reverse calculations for same easting and northing first gives :
e1 =    0.00167322      mu1 = 0.87939562
M1 = 5599036.80        nu1 = 6390275.88
phi1  = 0.88185987      D = 0.02775243
rho1 =6372980.21       C1 =  0.00271391
T1 = 1.47441726

Then Latitude       = 50°30'00.000""N
         Longitude    = 00°30'00.000""E",,EPSG guidance note #7.,EPSG,1996-09-18 00:00:00,,0
9808,Transverse Mercator (South Orientated),1,"For the mapping of southern Africa a south oriented Transverse Mercator projection is used. Here the coordinate axes are called Westings and Southings and increment to the West and South from the origin respectively.  The standard Transverse Mercator formulas (coordinate operation method code 9807) need to be modified to cope with this arrangement with

Westing, W = FE - k0 nu[A + (1 - T + C)A^3/6 + (5 - 18*T + T^2 + 72*C - 58*e'^2)A^5/120]

Southing, S = FN - k0{M - M0 + nu*tan(lat)*[A^2/2 + (5 - T + 9*C + 4*C^2)A^4/24 + (61 - 58*T + T^2 + 600*C - 330*e'^2)A^6/720]}

In these formulas the terms FE and FN retain their definition, i.e. in the Transverse Mercator (South Orientated) method they increase the Westing and Southing value at the natural origin. In this method they are effectively false westing (FW) and false southing (FS) respectively.

For the reverse formulas, those for the standard Transverse Mercator above apply, with the exception that:

M1 = M0 - (S - FN)/k0
and D = -(W - FE)/(nu1*k0), with nu1 = nu for lat1",,,EPSG guidance note #7.,EPSG,2002-07-31 00:00:00,2002.51,0
9809,Oblique Stereographic,1,"Given the geodetic origin of the projection at the tangent point (lat0, lon0), the parameters defining the conformal sphere are:

R= sqrt( rho0 * nu0)
n= {1 + [e^2 * cos^4(latC) / (1 - e^2)]}^0.5
c=  [(n+sin(lat0)) (1-sin(chi0))]/[(n-sin(lat0)) (1+sin(chi0))]

where:
sin(chi0) = (w1-1)/(w1+1)
w1 = (S1.(S2)^e)^n
S1 = (1+sin(lat0))/(1-sin(lat0))
S2 = (1-e sin(lat0))/(1+e sin(lat0))

The conformal latitude and longitude (chi0,lambda0) of the origin are then computed from :

chi0 = asin[(w2-1)/(w2+1)]

where S1 and S2 are as above and  w2 = c (S1(S2)^e)^n
 
lambda0  = lon0

For any point with geodetic coordinates (lat, lon) the equivalent conformal latitude and longitude (chi, lambda) are computed from 
lambda = n(lon-lambda0) + lambda0
chi = asin[(w-1)/(w+1)]

where w = c (Ss (Sb)^e)^n
Sa = (1+sin(lat))/(1-sin(lat))
Sb = (1-e.sin(lat))/(1+e.sin(lat))
 
Then B = [1+sin(chi) sin(chi0) + cos(chi) cos(chi0) cos(lambda-lambda0)]

N = FN + 2 R k0 [sin(chi) cos(chi0) - cos(chi) sin(chi0) cos(lambda-lambda0)] / B

E = FE + 2 R k0 cos(chi) sin(lambda-lambda0) / B


The reverse formulae to compute the geodetic coordinates from the grid coordinates involves computing the conformal values, then the isometric latitude and finally the geodetic values.

The parameters of the conformal sphere and conformal latitude and longitude at the origin are computed as above. Then for any point with Stereographic grid coordinates (E,N) :

chi = chi0 + 2 atan[{(N-FN)-(E-FE) tan (j/2)} / (2 R k0)]

lambda = j + 2 i + lambda0

where g = 2 R k0 tan(pi/4 - chi0/2)
h = 4 R k0 tan(chi0) + g
i = atan[(E-FE) / {h+(N-FN)}]
j = atan[(E-FE) / (g-(N-FN)] - i

Geodetic longitude lon = (lambda-lambda0 ) / n +  lambda0

Isometric latitude psi = 0.5 ln [(1+ sin(chi)) / { c (1-  sin(chi))}] / n

First approximation lat1 = 2 atan(e^psi)  - pi/2  where e=base of natural logarithms.

psii = isometric latitude at lati

where psii= ln[{tan(lati/2 + pi/4}  {(1-e sin(lati))/(1+e sin(lati))}^(e/2)]
 
Then iterate lat(i+1) = lati - ( psii - psi ) cos(lati) (1 -e^2 sin^2(lati)) / (1 - e^2)

until the change in lat is sufficiently small.

For Oblique Stereographic projections centred on points in the southern hemisphere,  the signs of E, N, lon0, lon,  must be reversed to be used in the equations and lat will be negative anyway as a southerly latitude.

An alternative approach is given by Snyder, where, instead of defining a single conformal sphere at the origin point, the conformal latitude at each point on the ellipsoid is computed.  The conformal longitude is then always equivalent to the geodetic longitude.  This approach is a valid alternative to the above, but gives slightly different results away from the origin point. It is therefore considered by EPSG to be a different coordinate operation method to that described above.","For Projected Coordinate System RD / Netherlands New

Parameters:
Ellipsoid   Bessel 1841    a = 6377397.155 m    1/f = 299.15281
then e = 0.08169683

Latitude Natural Origin      52°09'22.178""N  = 0.910296727 rad
Longitude Natural Origin     5°23'15.500""E  =  0.094032038 rad
Scale factor k0                 0.9999079
False Eastings FE             155000.00 m
False Northings FN           463000.00 m

Forward calculation for: 

Latitude    53°N = 0.925024504 rad
Longitude   6°E = 0.104719755 rad

first gives the conformal sphere constants:

rho0 = 6374588.71    nu0 = 6390710.613
R = 6382644.571    n = 1.000475857    c  = 1.007576465

where S1 = 8.509582274  S2 = 0.878790173  w1 = 8.428769183
sin chi0 = 0.787883237

w   = 8.492629457   chi0 = 0.909684757      D0 = d0 

for the point  chi  = 0.924394997    D = 0.104724841

hence B = 1.999870665    N = 557057.739    E = 196105.283

reverse calculation for the same Easting and Northing first gives:

g = 4379954.188    h = 37197327.96   i = 0.001102255   j = 0.008488122

then  D = 0.10472467  Longitude = 0.104719584 rad =  6 deg E

chi  = 0.924394767    psi = 1.089495123
phi1 = 0.921804948       psi1 = 1.084170164
phi2 = 0.925031162       psi2 = 1.089506925
phi3 = 0.925024504       psi3 = 1.089495505
phi4 = 0.925024504

Then Latitude      = 53°00'00.000""N
          Longitude   =   6°00'00.000""E","This is not the same as the projection method of the same name in USGS Professional Paper no. 1395, ""Map Projections - A Working Manual"" by John P. Snyder.",EPSG guidance note #7.,EPSG,1999-11-15 00:00:00,99.811,0
9810,Polar Stereographic (variant A),1,"For the forward conversion from latitude and longitude, for the south pole case

E = FE rho * sin(lon – lonO)
N = FN + rho * cos(lon – lonO)
where
t = tan(pi/4 + lat/2) / {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
rho = 2*a*ko*t / {[(1+e)^(1+e) (1–e)^(1–e)]^0.5}

For the north pole case, 
rho and E are found as for the south pole case but
t  = tan(pi/4 – lat/2) *  {[(1 + e sin(lat)) / (1 – e sin(lat))]^(e/2)}
N = FN – rho * cos(lon – lonO)

For the reverse conversion from easting and northing to latitude and longitude,
lat = chi + (e^2/2 + 5e^4/24 + e^6/12 + 13e^8/360) sin(2 chi) 
+ (7e^4/48 + 29e^6/240 + 811e^8/11520) sin(4 chi)
+ (7e^6/120 +  81e^8/1120) sin(6 chi)  + (4279e^8/161280) sin(8 chi)

where rho'  = [(E-FE)^2  + (N – FN)^2]^0.5
t'   =rho' {[(1+e)^(1+e) * (1– e)^(1-e)]^0.5} / (2 a ko)
and for the south pole case
chi  = 2 atan(t' ) – pi/2 
but for the north pole case
chi  =  pi/2 - 2 atan t'

Then for for both north and south cases if E = FE, lon = lonO
else for the south pole case
lon = lonO + atan [(E – FE) / (N – FN)]
and for the north pole case
lon = lonO + atan [(E – FE) / –(N – FN)] = lonO + atan [(E – FE) / (FN – N)]","For Projected Coordinate Reference System: WGS 84 / UPS North

Parameters:
Ellipsoid: WGS 84
a = 6378137.0 metre
1/f = 298.2572236
then e = 0.081819191

Latitude of natural origin (latO): 90°00'00.000""N =1.570796327 rad
Longitude of origin (longO): 0°00'00.000""E=0.0 rad
Scale factor at natural origin (ko): 0.994
False easting (FE) 2000000.00 metre
False northing (FN) 2000000.00 metre

Forward calculation for: 
Latitude (lat) =73°N =1.274090354 rad
Longitude (lon) =44°E =0.767944871 rad

t  = 0.150412808
rho = 1900814.564
whence
E = 3320416.75 m
N =  632668.43 m

Reverse calculation for the same Easting and Northing (3320416.75 E, 632668.43 N) first gives:
rho' = 1900814.566
t'  = 0.150412808
chi  = 1.2722090

Then
Latitude (lat) = 73°00'00.000""N
Longitude (lon) = 44°00'00.000""E",Latitude of natural origin must be either 90 degrees or -90 degrees (or equivalent in alternative angle unit).,EPSG guidance note #7.,EPSG,2003-09-22 00:00:00,2003.22,0
9811,New Zealand Map Grid,1,See information source.,,,New Zealand Department of Lands technical circular 1973/32,EPSG,1996-09-18 00:00:00,,0
9812,Hotine Oblique Mercator,1,"The following constants for the projection may be calculated :

B = {1 + [esq * cos^4(latc) / (1 - esq )]}^0.5
A = a * B * kc *(1 - esq )^0.5 / ( 1 - esq * sin^2(latc))
t0 = tan(pi/4 - latc/2) / ((1 - e*sin(latc)) / (1 + e*sin(latc)))^(e/2)
D = B (1 - esq)^0.5  / (cos(latc) * ( 1 - esq*sin^2(latc))^0.5)
if D < 1 to avoid problems with computation of F make D^2  = 1 
F = D + (D^2 - 1)^0.5  * SIGN(latc)
H = F* t0*B
G = (F - 1/F) / 2
gamma0 = asin(sin(alphac) / D)
lon0 = lonc - (asin(G*tan(gamma0))) / B

Then compute the (uc , vc) co-ordinates for the centre point (fc , lc).
vc =0

In general: uc = (A / B) atan((Dsq - 1)^0.5 / cos (alphac) ) * SIGN(latc)
but for the special cases where alphac = 90 degrees then 
uc = A*(lonc - lon0)  

 
Forward case: To compute (E,N) from a given (lat,lon) :

t = tan(pi/4 - lat/2) / ((1 - e sin (lat)) / (1 + e sin (lat)))^(e/2)
Q = H / t^B
S = (Q - 1 / Q) / 2
T = (Q + 1 / Q) / 2
V = sin(B (lon - lon0))
U = (- V cos(gamma0) + S sin(gamma0)) / T
v = A ln((1 - U) / (1 + U)) / 2 B
u = A atan((S cos(gamma0) + V sin(gamma0)) / cos(B (lon - lon0 ))) / B

The rectified skew co-ordinates are then derived from:
E = v cos(gammac) + u sin(gammac) + FE
N = u cos(gammac) - v sin(gammac) + FN

Reverse case: Compute (lat,lon)  from a given (E,N)  :

v’ = (E - FE) cos(gammac) - (N - FN) sin(gammac)
u’ = (N - FN) cos(gammac) + (E - FE) sin(gammac)

Q’ = e- (B v ‘/ A)  where e is the base of natural logarithms.
S' = (Q’ - 1 / Q’) / 2
T’ = (Q’ + 1 / Q’) / 2
V’ = sin (B u’ / A)
U’ = (V’ cos(gammac) + S’ sin(gammac)) / T’
t’ = (H / ((1 + U’) / (1 - U’))^0.5)^(1 / B)

chi = pi / 2 - 2 atan(t’)

lat = chi + sin(2chi).( e^2 / 2 + 5*e^4 / 24 + e^6 / 12 + 13*e^8 / 360) +  sin(4*chi).( 7*e^4 /48 + 29*e^6 / 240 + 811*e8 / 11520) +  sin(6chi).( 7*e^6 / 120 + 81*e8 / 1120) +  sin(8chi).(4279 e^8 / 161280)

lon=  lon0  - atan ((S’ cos(gammac) - V’ sin(gammac)) / cos(B*u’ / A)) / B","For Projected Coordinate System  Timbalai 1948 / R.S.O. Borneo (m)

Parameters:
Ellipsoid:  Everest 1830 (1967 Definition)
a = 6377298.556 metres 1/f = 300.8017
then e = 0.081472981and e2 = 0.006637847

Latitude Projection Centre fc = 4°00'00""N = 0.069813170 rad
Longitude Projection Centre lc = 115°00'00""E = 2.007128640 rad
Azimuth of central line ac = 53°18'56.9537"" = 0.930536611 rad
Rectified to skew gc= 53°07'48.3685"" = 0.927295218 rad
Scale factor ko= 0.99984
False Eastings FE = 0.00 m
False Northings FN = 0.00 m

Forward calculation for: 
Latitude lat = 5°23'14.1129""N = 0.094025313 rad
Longitude lon = 115°48'19.8196""E = 2.021187362 rad

B = 1.003303209            F = 1.072121256
A =6376278.686            H = 1.000002991
to = 0.932946976          g0 = 0.927295218
D = 1.002425787           lon0 = 1.914373469
D2 =1.004857458
uc =738096.09              vc =0.00

t =0.910700729             Q =1.098398182
S =0.093990763            T = 1.004407419
V =0.106961709            U = 0.010967247
v =-69702.787                u =901334.257

Then Easting E =      679245.73 m
        Northing N =     596562.78 m

Reverse calculations for same easting and northing first gives :
v’ =   -69702.787              u’ =901334.257
Q’ = 1.011028053
S’  = 0.010967907          T’ = 1.000060146
V’ = 0.141349378           U’ = 0.093578324
t’ = 0.910700729             c = 0.093404829

Then Latitude = 5°23'14.113""N
         Longitude = 115°48'19.820""E",,EPSG guidance note #7.,EPSG,1999-11-15 00:00:00,97.62  99.811,0
9813,Laborde Oblique Mercator,1,See information source.,See information source.,Can be accomodated by Oblique Mercator method (code 9815).,"""La nouvelle projection du Service Geographique de Madagascar""; J. Laborde; 1928",EPSG,1996-09-18 00:00:00,97.613,0
9814,Swiss Oblique Cylindrical,1,See information source.,See information source.,Can be accomodated by Oblique Mercator method (code 9815).,"""Die projecktionen der Schweizerischen Plan und Kartenwerke""; J Bollinger; 1967",EPSG,1996-09-18 00:00:00,97.612,0
9815,Oblique Mercator,1,"The following constants for the projection may be calculated :

B = {1 + [e^2 * cos^4(latc) / (1 - e^2 )]}^0.5
A = a * B * kc *(1 - e^2 )^0.5 / ( 1 - e^2 * sin^2(latc))
t0 = tan(pi/4 - latc/2) / ((1 - e*sin(latc)) / (1 + e*sin(latc)))^(e/2)
D = B (1 - e^2)^0.5  / (cos(latc) * ( 1 - e^2*sin^2(latc))^0.5)
if D < 1 to avoid problems with computation of F make D^2  = 1 
F = D + (D^2 - 1)^0.5  * SIGN(latc)
H = F* t0*B
G = (F - 1/F) / 2
gamma0 = asin(sin(alphac) / D)
lon0 = lonc - (asin(G*tan(gamma0))) / B
vc =0
In general: uc = (A / B) atan((Dsq - 1)^0.5 / cos (alphac) ) * SIGN(latc)
but for the special cases where alphac = 90 degrees (e.g. Hungary, Switzerland) then 
uc = A*(lonc - lon0)  

 
Forward case: To compute (E,N) from a given (lat,lon) :

t = tan(pi/4 - lat/2) / ((1 - e sin (lat)) / (1 + e sin (lat)))^(e/2)
Q = H / t^B
S = (Q - 1 / Q) / 2
T = (Q + 1 / Q) / 2
V = sin(B (lon - lon0))
U = (- V cos(gamma0) + S sin(gamma0)) / T
v = A ln((1 - U) / (1 + U)) / 2 B
u = (A atan((S cos(gamma0) + V sin(gamma0)) / cos(B (lon - lon0 ))) / B) - (uc . SIGN(lon - lonc))

The rectified skew co-ordinates are then derived from:
E = v cos(gammac) + u sin(gammac) + Ec
N = u cos(gammac) - v sin(gammac) + Nc

Reverse case: Compute (lat,lon)  from a given (E,N)  :

v’ = (E - Ec) cos(gammac) - (N - Nc) sin(gammac)
u’ = (N - Nc) cos(gammac) + (E - Ec) sin(gammac) + uc

Q’ = e- (B v ‘/ A)  where e is the base of natural logarithms.
S' = (Q’ - 1 / Q’) / 2
T’ = (Q’ + 1 / Q’) / 2
V’ = sin (B u’ / A)
U’ = (V’ cos(gammac) + S’ sin(gammac)) / T’
t’ = (H / ((1 + U’) / (1 - U’))^0.5)^(1 / B)

chi = pi / 2 - 2 atan(t’)

lat = chi + sin(2chi).( e^2 / 2 + 5*e^4 / 24 + e^6 / 12 + 13*e^8 / 360) +  sin(4*chi).( 7*e^4 /48 + 29*e^6 / 240 + 811*e8 / 11520) +  sin(6chi).( 7*e^6 / 120 + 81*e8 / 1120) +  sin(8chi).(4279 e^8 / 161280)

lon=  lon0  - atan ((S’ cos(gammac) - V’ sin(gammac)) / cos(B*u’ / A)) / B","For Projected Coordinate System  Timbalai 1948 / R.S.O. Borneo (m)

Parameters:
Ellipsoid:  Everest 1830 (1967 Definition)
a = 6377298.556 metres 1/f = 300.8017
then e = 0.081472981and e^2 = 0.006637847

Latitude Projection Centre fc = 4°00'00""N = 0.069813170 rad
Longitude Projection Centre lc = 115°00'00""E = 2.007128640 rad
Azimuth of central line ac = 53°18'56.9537"" = 0.930536611 rad
Rectified to skew gc= 53°07'48.3685"" = 0.927295218 rad
Scale factor ko= 0.99984
Easting at projection centre Ec = 590476.87 m
Northing at projection centre Nc = 442857.65 m

Forward calculation for: 
Latitude lat = 5°23'14.1129""N = 0.094025313 rad
Longitude lon = 115°48'19.8196""E = 2.021187362 rad

B = 1.003303209            F = 1.072121256
A =6376278.686            H = 1.000002991
to = 0.932946976          g0 = 0.927295218
D = 1.002425787           lon0 = 1.914373469
D2 =1.004857458
uc =738096.09              vc =0.00

t =0.910700729             Q =1.098398182
S =0.093990763            T = 1.004407419
V =0.106961709            U = 0.010967247
v =-69702.787                u =163238.163

Then Easting E =      679245.73 m
        Northing N =     596562.78 m

Reverse calculations for same easting and northing first gives :
v’ =   -69702.787              u’ =901334.257
Q’ = 1.011028053
S’  = 0.010967907          T’ = 1.000060146
V’ = 0.141349378           U’ = 0.093578324
t’ = 0.910700729             c = 0.093404829

Then Latitude = 5°23'14.113""N
         Longitude = 115°48'19.820""E",,EPSG guidance note #7.,EPSG,1999-11-15 00:00:00,99.811,0
9816,Tunisia Mining Grid,1,"This grid is used as the basis for mineral leasing in Tunsia.  Lease areas are approximately 2 x 2 km or 400 hectares.  The corners of these blocks are defined through a six figure grid reference where the first three digits are an easting in kilometres and the last three digits are a northing.  The latitudes and longitudes for block corners at 2 km intervals are tabulated in a mining decree dated 1st January 1953.  From this tabulation in which geographical coordinates are given to 5 decimal places it can be seen that:
a)  the minimum easting is 94 km, on which the longitude is 5.68989 grads east of Paris.
b)  the maximum easting is 490 km, on which the longitude is 10.51515 grads east of Paris.
c)  each 2 km grid easting interval equals 0.02437 grads.
d)  the minimum northing is 40 km, on which the latitude is 33.39 grads.
e)  the maximum northing is 860 km, on which the latitude is 41.6039 grads.
f)  between 40 km N and 360 km N, each 2 km grid northing interval equals 0.02004 grads.
g)  between 360 km N and 860 km N, each 2 km grid northing interval equals 0.02003 grads.

Formulae are:

Grads from Paris

Lat (grads) = 36.5964 + [(N - 360) * A] 
where N is in kilometres and A = 0.010015 if N > 360, else A = 0.01002.

LonParis (grads) = 7.83445 + [(E - 270) * 0.012185], where E is in kilometres.

The reverse formulae are:

E (km) = 270 + [(LonParis - 7.83445) / 0.012185] where LonParis is in grads.

N (km) = 360 + [(Lat - 36.5964) / B] 
where Lat is in grads and B = 0.010015  if  lat>36.5964, else B = 0.01002.

Degrees from Greenwich.

Modern practice in Tunisia is to quote latitude and longitude in degrees with longitudes referenced to the Greenwich meridian.  The formulae required in addition to the above are:

Lat (degrees) =  (Latg * 0.9) where Latg is in grads.
LonGreenwich (degrees) = [(LonParis + 2.5969213) * 0.9] where LonParis is in grads.


Lat (grads) =  (Latd / 0.9) where Latd is in decimal degrees.
LonParis (grads) = [(LonGreenwich / 0.9) - 2.5969213)] where LonGreenwich is in decimal degrees.","For grid location 302598,
Latitude = 36.5964 + [(598 - 360) * A].  As N > 360, A = 0.010015.
Latitude = 38.97997 grads = 35.08197 degrees.

Longitude  = 7.83445 + [(E - 270) * 0.012185, where E = 302.
Longitude  = 8.22437 grads east of Paris = 9.73916 degrees east of Greenwich.",,EPSG guidance note #7.,EPSG,2000-03-07 00:00:00,99.811  2000.08,0
